Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement,Chrome 133.0.0.0,,,13-02-2025 16:11:18,13-02-2025 16:12:31,"1m - 12,423s",FAILED
,,,,,,,
Test Cases/Cas D Utilisations/ANEF_Eloignement_V_Nawres/TC_ANEF_Eloignement,Chrome 133.0.0.0,,,13-02-2025 16:11:19,13-02-2025 16:12:31,"1m - 11,801s",FAILED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,13-02-2025 16:11:20,13-02-2025 16:11:29,"8,231s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,13-02-2025 16:11:29,13-02-2025 16:11:42,"12,804s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche, ""NumeroEtranger"":NumeroEtranger], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,13-02-2025 16:11:42,13-02-2025 16:12:03,"21,752s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 133.0.0.0,,,13-02-2025 16:12:03,13-02-2025 16:12:03,"0,007s",PASSED
println(NumeroEtranger),Chrome 133.0.0.0,,,13-02-2025 16:12:03,13-02-2025 16:12:03,"0,011s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 133.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,13-02-2025 16:12:03,13-02-2025 16:12:20,"16,529s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Ajouter_Decision""), [""ModeNotification"":ModeNotification], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,13-02-2025 16:12:20,13-02-2025 16:12:26,"6,099s",FAILED
Video,Chrome 133.0.0.0,,,13-02-2025 16:12:31,13-02-2025 16:12:31,"0,002s",PASSED
