Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 14:55:40,11-02-2025 14:59:05,"3m - 24,386s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 14:55:41,11-02-2025 14:57:24,"1m - 42,890s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,11-02-2025 14:55:42,11-02-2025 14:55:49,"7,585s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Identification Agent,,11-02-2025 14:55:49,11-02-2025 14:56:02,"12,961s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,11-02-2025 14:56:02,11-02-2025 14:56:41,"38,217s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 132.0.0.0,,,11-02-2025 14:56:41,11-02-2025 14:57:05,"24,225s",PASSED
println(NumeroEtranger),Chrome 132.0.0.0,,,11-02-2025 14:57:05,11-02-2025 14:57:05,"0,010s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 132.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,11-02-2025 14:57:05,11-02-2025 14:57:21,"16,038s",PASSED
Video,Chrome 132.0.0.0,,,11-02-2025 14:57:24,11-02-2025 14:57:24,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 14:57:24,11-02-2025 14:59:05,"1m - 40,982s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,11-02-2025 14:57:24,11-02-2025 14:57:29,"5,658s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Identification Agent,,11-02-2025 14:57:29,11-02-2025 14:57:40,"11,096s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,11-02-2025 14:57:40,11-02-2025 14:58:17,"36,893s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 132.0.0.0,,,11-02-2025 14:58:17,11-02-2025 14:58:39,"21,618s",PASSED
println(NumeroEtranger),Chrome 132.0.0.0,,,11-02-2025 14:58:39,11-02-2025 14:58:39,"0,008s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 132.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,11-02-2025 14:58:39,11-02-2025 14:59:02,"23,397s",PASSED
Video,Chrome 132.0.0.0,,,11-02-2025 14:59:05,11-02-2025 14:59:05,"0,000s",PASSED
