Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement_OQTF,Chrome 133.0.0.0,,,12-02-2025 13:50:15,12-02-2025 13:52:29,"2m - 13,990s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 133.0.0.0,,,12-02-2025 13:50:15,12-02-2025 13:50:52,"36,504s",FAILED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,12-02-2025 13:50:16,12-02-2025 13:50:24,"7,066s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,12-02-2025 13:50:24,12-02-2025 13:50:36,"12,781s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,12-02-2025 13:50:36,12-02-2025 13:50:48,"11,894s",FAILED
Video,Chrome 133.0.0.0,,,12-02-2025 13:50:52,12-02-2025 13:50:52,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 133.0.0.0,,,12-02-2025 13:50:52,12-02-2025 13:52:29,"1m - 36,889s",ERROR
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,12-02-2025 13:50:52,12-02-2025 13:50:57,"5,409s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,12-02-2025 13:50:57,12-02-2025 13:51:08,"11,113s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,12-02-2025 13:51:08,12-02-2025 13:51:45,"37,057s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 133.0.0.0,,,12-02-2025 13:51:45,12-02-2025 13:52:09,"23,611s",PASSED
println(NumeroEtranger),Chrome 133.0.0.0,,,12-02-2025 13:52:09,12-02-2025 13:52:09,"0,008s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 133.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,12-02-2025 13:52:09,12-02-2025 13:52:26,"16,748s",ERROR
Video,Chrome 133.0.0.0,,,12-02-2025 13:52:29,12-02-2025 13:52:29,"0,002s",PASSED
