Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement,Chrome 133.0.0.0,,,13-02-2025 15:19:44,13-02-2025 15:21:18,"1m - 34,793s",FAILED
,,,,,,,
Test Cases/Cas D Utilisations/ANEF_Eloignement_V_Nawres/TC_ANEF_Eloignement,Chrome 133.0.0.0,,,13-02-2025 15:19:44,13-02-2025 15:20:34,"50,185s",FAILED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,13-02-2025 15:19:46,13-02-2025 15:19:53,"7,662s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,13-02-2025 15:19:53,13-02-2025 15:20:06,"12,541s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche, ""NumeroEtranger"":NumeroEtranger], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,13-02-2025 15:20:06,13-02-2025 15:20:28,"22,214s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 133.0.0.0,,,13-02-2025 15:20:28,13-02-2025 15:20:28,"0,006s",PASSED
println(NumeroEtranger),Chrome 133.0.0.0,,,13-02-2025 15:20:28,13-02-2025 15:20:28,"0,005s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 133.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,13-02-2025 15:20:28,13-02-2025 15:20:31,"2,685s",FAILED
Video,Chrome 133.0.0.0,,,13-02-2025 15:20:34,13-02-2025 15:20:34,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/ANEF_Eloignement_V_Nawres/TC_ANEF_Eloignement,Chrome 133.0.0.0,,,13-02-2025 15:20:34,13-02-2025 15:21:18,"44,002s",FAILED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,13-02-2025 15:20:34,13-02-2025 15:20:40,"5,754s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,13-02-2025 15:20:40,13-02-2025 15:20:51,"11,146s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche, ""NumeroEtranger"":NumeroEtranger], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,13-02-2025 15:20:51,13-02-2025 15:21:13,"22,052s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 133.0.0.0,,,13-02-2025 15:21:13,13-02-2025 15:21:13,"0,004s",PASSED
println(NumeroEtranger),Chrome 133.0.0.0,,,13-02-2025 15:21:13,13-02-2025 15:21:13,"0,004s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/ANEF_Eloignement_V_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 133.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,13-02-2025 15:21:13,13-02-2025 15:21:16,"2,623s",FAILED
Video,Chrome 133.0.0.0,,,13-02-2025 15:21:18,13-02-2025 15:21:18,"0,001s",PASSED
