Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 15:13:58,11-02-2025 15:15:53,"1m - 55,380s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 15:13:58,11-02-2025 15:15:53,"1m - 54,968s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,11-02-2025 15:13:59,11-02-2025 15:14:06,"6,912s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Identification Agent,,11-02-2025 15:14:06,11-02-2025 15:14:19,"13,246s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,11-02-2025 15:14:19,11-02-2025 15:14:58,"38,415s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 132.0.0.0,,,11-02-2025 15:14:58,11-02-2025 15:15:22,"24,000s",PASSED
println(NumeroEtranger),Chrome 132.0.0.0,,,11-02-2025 15:15:22,11-02-2025 15:15:22,"0,014s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 132.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,11-02-2025 15:15:22,11-02-2025 15:15:50,"28,464s",PASSED
Video,Chrome 132.0.0.0,,,11-02-2025 15:15:53,11-02-2025 15:15:53,"0,001s",PASSED
