Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 14:44:53,11-02-2025 14:46:46,"1m - 53,471s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 132.0.0.0,,,11-02-2025 14:44:53,11-02-2025 14:46:46,"1m - 53,036s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,11-02-2025 14:44:54,11-02-2025 14:45:02,"7,022s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Identification Agent,,11-02-2025 14:45:02,11-02-2025 14:45:14,"12,379s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 132.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,11-02-2025 14:45:14,11-02-2025 14:45:52,"38,327s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 132.0.0.0,,,11-02-2025 14:45:52,11-02-2025 14:46:16,"23,694s",PASSED
println(NumeroEtranger),Chrome 132.0.0.0,,,11-02-2025 14:46:16,11-02-2025 14:46:16,"0,005s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 132.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,11-02-2025 14:46:16,11-02-2025 14:46:44,"27,676s",PASSED
Video,Chrome 132.0.0.0,,,11-02-2025 14:46:46,11-02-2025 14:46:46,"0,002s",PASSED
