Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ANEF_Eloignement_OQTF,Chrome 133.0.0.0,,,12-02-2025 13:58:20,12-02-2025 14:00:08,"1m - 48,632s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/A_Version_Nawres/Eloignement_OQTF,Chrome 133.0.0.0,,,12-02-2025 13:58:20,12-02-2025 14:00:08,"1m - 48,168s",ERROR
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Lancer_URL_ANEF""), [""Profiles"":Profiles, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Agent,,12-02-2025 13:58:22,12-02-2025 13:58:29,"7,954s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Identification""), [""Profiles"":Profiles, ""IdentifiantAgent"":IdentifiantAgent, ""PwAgent"":PwAgent, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Identification Agent,,12-02-2025 13:58:29,12-02-2025 13:58:43,"13,381s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Creation_ou_Recherche_Dossier""), [""CreationOuRecherche"":CreationOuRecherche], STOP_ON_FAILURE)",Chrome 133.0.0.0,Appel Brique Réutilisable pour Creation ou Recherche de dossier avec un numero etranger ,,12-02-2025 13:58:43,12-02-2025 13:59:22,"39,544s",PASSED
"if (CreationOuRecherche == ""Creation"")",Chrome 133.0.0.0,,,12-02-2025 13:59:22,12-02-2025 13:59:46,"23,706s",PASSED
println(NumeroEtranger),Chrome 133.0.0.0,,,12-02-2025 13:59:46,12-02-2025 13:59:46,"0,015s",PASSED
"callTestCase(findTestCase(""Test Cases/Test Reutilisable/Main/AVersion_Nawres/ANEF_Prendre_Mesure""), [""Mesure"":Mesure, ""FondementLegal"":FondementLegal, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ""NatureDeLacteExpulsion"":NatureDeLacteExpulsion, ... ], STOP_ON_FAILURE)",Chrome 133.0.0.0,"Appel Brique Réutilisable pour Prendre une Mesure selon les Choix : OQTF , Expulsion ,IAT ,ITF ,ExecutionFicheSIS, RemiseSchengen, TransfertDublin",,12-02-2025 13:59:46,12-02-2025 14:00:03,"16,868s",ERROR
Video,Chrome 133.0.0.0,,,12-02-2025 14:00:08,12-02-2025 14:00:08,"0,001s",PASSED
